tradeid,fundid,assetid,tradedate,tradetype,quantity,tradeprice,grossvalue,signed_gross_value
TRD001064,F001,A007,2025-03-10,Buy,249,182.69,45489.81,45489.81
TRD001065,F004,A020,2025-07-17,Buy,331,139.51,46177.81,46177.81
TRD001066,F007,A011,2026-02-17,Sell,198,165.41,32751.18,-32751.18
TRD001067,F004,A018,2025-08-10,Buy,313,95.5,29891.5,29891.5
TRD001068,F005,A006,2026-06-19,Buy,62,142.67,8845.54,8845.54
TRD001069,F007,A011,2025-10-11,Sell,304,172.46,52427.84,-52427.84
TRD001070,F008,A016,2025-08-26,Sell,96,161.76,15528.96,-15528.96
TRD001071,F002,A018,2026-05-02,Sell,85,95.21,8092.85,-8092.85
TRD001072,F006,A001,2025-05-21,Buy,468,320.63,150054.84,150054.84
TRD001073,F008,A017,2025-11-06,Buy,350,175.88,61558.0,61558.0
TRD001074,F002,A017,2026-01-30,Sell,296,171.71,50826.16,-50826.16
TRD001075,F006,A016,2026-06-28,Buy,439,191.38,84015.82,84015.82
TRD001076,F004,A018,2025-10-12,Sell,494,110.9,54784.6,-54784.6
TRD001077,F007,A012,2025-09-14,Buy,260,59.38,15438.8,15438.8
TRD001078,F007,A011,2026-01-10,Sell,101,136.74,13810.74,-13810.74
TRD001079,F006,A018,2025-07-15,Buy,119,110.36,13132.84,13132.84
TRD001080,F003,A001,2026-06-23,Buy,110,276.14,30375.4,30375.4
TRD001081,F005,A003,2025-09-17,Buy,58,457.02,26507.16,26507.16
TRD001082,F001,A007,2025-10-09,Buy,149,152.8,22767.2,22767.2
TRD001083,F007,A009,2025-10-08,Buy,366,103.01,37701.66,37701.66
TRD001084,F001,A008,2026-04-11,Buy,484,224.47,108643.48,108643.48
TRD001085,F008,A019,2026-07-13,Sell,457,346.42,158313.94,-158313.94
TRD001086,F001,A003,2025-06-06,Sell,24,420.63,10095.12,-10095.12
TRD001087,F003,A009,2025-05-03,Buy,52,94.72,4925.44,4925.44
TRD001088,F001,A003,2025-10-12,Sell,59,450.53,26581.27,-26581.27
TRD001089,F004,A018,2025-11-21,Sell,180,117.41,21133.8,-21133.8
TRD001090,F003,A016,2026-02-17,Buy,274,162.42,44503.08,44503.08
TRD001091,F001,A001,2026-05-29,Buy,108,308.42,33309.36,33309.36
TRD001092,F005,A001,2025-10-10,Buy,98,276.25,27072.5,27072.5
TRD001093,F007,A010,2025-01-04,Buy,335,117.86,39483.1,39483.1
TRD001094,F006,A001,2025-03-30,Buy,184,278.17,51183.28,51183.28
TRD001095,F008,A016,2025-07-06,Sell,69,213.97,14763.93,-14763.93
TRD001096,F003,A016,2025-01-21,Sell,312,197.35,61573.2,-61573.2
TRD001097,F001,A002,2025-03-25,Sell,336,168.28,56542.08,-56542.08
TRD001098,F004,A020,2025-07-15,Sell,438,172.17,75410.46,-75410.46
TRD001099,F003,A015,2025-10-21,Buy,37,127.83,4729.71,4729.71
TRD001100,F003,A016,2025-07-12,Buy,221,174.5,38564.5,38564.5
TRD001101,F004,A018,2026-03-27,Buy,161,98.92,15926.12,15926.12
TRD001102,F008,A017,2026-06-20,Buy,306,170.13,52059.78,52059.78
TRD001103,F003,A001,2026-01-30,Buy,496,309.24,153383.04,153383.04
TRD001104,F004,A020,2025-10-23,Buy,187,170.46,31876.02,31876.02
TRD001105,F005,A001,2025-09-22,Buy,272,304.07,82707.04,82707.04
TRD001106,F005,A001,2025-07-10,Buy,482,248.59,119820.38,119820.38
TRD001107,F008,A019,2026-01-22,Buy,175,319.03,55830.25,55830.25
TRD001108,F001,A003,2026-01-03,Sell,369,358.59,132319.71,-132319.71
TRD001109,F001,A002,2025-12-11,Buy,225,173.57,39053.25,39053.25
TRD001110,F002,A017,2025-06-16,Buy,477,169.83,81008.91,81008.91
TRD001111,F003,A001,2026-04-13,Buy,234,307.09,71859.06,71859.06
TRD001112,F007,A012,2025-09-16,Sell,252,61.72,15553.44,-15553.44
TRD001113,F006,A018,2025-02-11,Sell,357,103.46,36935.22,-36935.22
TRD001114,F004,A018,2025-10-03,Sell,225,104.25,23456.25,-23456.25
TRD001115,F007,A009,2025-11-04,Sell,93,97.42,9060.06,-9060.06
TRD001116,F004,A018,2025-02-25,Sell,76,111.85,8500.6,-8500.6
TRD001117,F005,A002,2026-02-10,Buy,420,166.79,70051.8,70051.8
TRD001118,F001,A008,2025-06-26,Buy,85,206.1,17518.5,17518.5
TRD001119,F002,A017,2026-03-24,Buy,130,196.43,25535.9,25535.9
TRD001120,F004,A018,2026-01-19,Buy,360,108.39,39020.4,39020.4
TRD001121,F003,A016,2026-02-08,Buy,61,188.46,11496.06,11496.06
TRD001122,F008,A019,2025-09-06,Sell,202,364.72,73673.44,-73673.44
TRD001123,F002,A019,2025-05-17,Buy,75,313.66,23524.5,23524.5
TRD001124,F006,A016,2026-03-11,Buy,429,200.1,85842.9,85842.9
TRD001125,F002,A019,2025-01-28,Buy,260,348.65,90649.0,90649.0
TRD001126,F003,A013,2026-05-29,Sell,198,286.82,56790.36,-56790.36
TRD001127,F007,A009,2026-05-27,Buy,340,89.2,30328.0,30328.0
TRD001128,F004,A020,2026-01-29,Buy,232,143.36,33259.52,33259.52
TRD001129,F007,A010,2026-05-08,Buy,155,103.51,16044.05,16044.05
TRD001130,F007,A010,2026-06-14,Sell,93,106.38,9893.34,-9893.34
TRD001131,F008,A016,2025-04-14,Buy,187,200.74,37538.38,37538.38
TRD001132,F007,A009,2026-08-12,Buy,92,91.79,8444.68,8444.68
TRD001133,F008,A016,2026-02-16,Buy,258,198.9,51316.2,51316.2
TRD001134,F001,A003,2025-04-29,Buy,227,377.39,85667.53,85667.53
TRD001135,F008,A019,2025-12-10,Sell,200,359.71,71942.0,-71942.0
TRD001136,F006,A001,2026-03-11,Buy,412,253.94,104623.28,104623.28
TRD001137,F007,A009,2025-09-22,Buy,86,82.7,7112.2,7112.2
TRD001138,F008,A017,2025-02-10,Buy,34,175.51,5967.34,5967.34
TRD001139,F008,A017,2026-01-14,Buy,197,153.45,30229.65,30229.65
TRD001140,F006,A016,2026-07-10,Buy,402,208.34,83752.68,83752.68
TRD001141,F005,A003,2025-11-29,Buy,223,347.96,77595.08,77595.08
TRD001142,F001,A007,2025-02-07,Buy,67,170.05,11393.35,11393.35
TRD001143,F007,A010,2025-04-07,Buy,99,96.04,9507.96,9507.96
TRD001144,F003,A020,2025-12-20,Sell,230,182.55,41986.5,-41986.5
TRD001145,F004,A020,2026-01-17,Buy,30,142.56,4276.8,4276.8
TRD001146,F002,A019,2025-03-22,Buy,272,379.54,103234.88,103234.88
TRD001147,F005,A005,2025-09-21,Sell,215,108.82,23396.3,-23396.3
TRD001148,F002,A019,2026-08-08,Buy,69,360.96,24906.24,24906.24
TRD001149,F005,A006,2025-09-07,Buy,273,162.55,44376.15,44376.15
TRD001150,F001,A003,2026-03-24,Buy,303,403.54,122272.62,122272.62
TRD001151,F003,A015,2026-02-13,Sell,266,139.45,37093.7,-37093.7
TRD001152,F005,A003,2025-01-20,Sell,12,395.52,4746.24,-4746.24
TRD001153,F003,A015,2025-11-22,Buy,146,131.14,19146.44,19146.44
TRD001154,F004,A018,2025-03-07,Buy,373,101.01,37676.73,37676.73
TRD001155,F008,A019,2025-12-03,Buy,225,345.15,77658.75,77658.75
TRD001156,F008,A019,2025-11-24,Buy,16,316.11,5057.76,5057.76
TRD001157,F008,A016,2026-05-26,Buy,246,210.34,51743.64,51743.64
TRD001158,F003,A018,2026-08-09,Sell,140,103.52,14492.8,-14492.8
TRD001159,F008,A019,2026-06-27,Buy,186,290.25,53986.5,53986.5
TRD001160,F005,A003,2025-01-31,Buy,241,428.15,103184.15,103184.15
TRD001161,F003,A016,2025-01-24,Sell,299,186.22,55679.78,-55679.78
TRD001162,F005,A006,2025-08-29,Buy,390,160.21,62481.9,62481.9
TRD001163,F003,A018,2025-05-07,Buy,320,120.98,38713.6,38713.6
TRD001164,F004,A018,2025-07-02,Sell,66,108.88,7186.08,-7186.08
TRD001165,F007,A012,2026-03-05,Sell,190,60.33,11462.7,-11462.7
TRD001166,F005,A003,2025-04-19,Buy,404,390.15,157620.6,157620.6
TRD001167,F006,A020,2025-08-19,Sell,284,164.9,46831.6,-46831.6
TRD001168,F008,A017,2026-04-06,Buy,156,194.75,30381.0,30381.0
TRD001169,F003,A018,2025-12-09,Sell,157,90.73,14244.61,-14244.61
TRD001170,F003,A005,2026-03-05,Sell,206,130.07,26794.42,-26794.42
TRD001171,F007,A010,2025-08-18,Buy,335,94.23,31567.05,31567.05
TRD001172,F002,A018,2025-01-24,Buy,302,114.05,34443.1,34443.1
TRD001173,F004,A018,2025-04-04,Sell,301,110.63,33299.63,-33299.63
TRD001174,F001,A008,2026-02-03,Buy,317,252.5,80042.5,80042.5
TRD001175,F004,A018,2025-09-03,Buy,244,102.43,24992.92,24992.92
TRD001176,F004,A020,2025-02-01,Buy,77,153.17,11794.09,11794.09
TRD001177,F008,A017,2026-03-31,Sell,135,187.16,25266.6,-25266.6
TRD001178,F003,A020,2025-12-06,Sell,266,170.24,45283.84,-45283.84
TRD001179,F003,A013,2025-03-13,Buy,246,319.11,78501.06,78501.06
TRD001180,F001,A008,2026-06-17,Sell,356,220.09,78352.04,-78352.04
TRD001181,F007,A009,2025-09-24,Sell,410,94.65,38806.5,-38806.5
TRD001182,F002,A018,2026-07-01,Sell,407,110.04,44786.28,-44786.28
TRD001183,F008,A017,2025-10-27,Sell,433,189.42,82018.86,-82018.86
TRD001184,F001,A003,2026-06-08,Buy,214,433.29,92724.06,92724.06
TRD001185,F008,A017,2025-05-30,Sell,413,157.38,64997.94,-64997.94
TRD001186,F002,A018,2025-12-14,Buy,96,102.35,9825.6,9825.6
TRD001187,F004,A020,2025-12-04,Buy,117,151.77,17757.09,17757.09
TRD001188,F002,A019,2025-09-08,Sell,470,352.55,165698.5,-165698.5
TRD001189,F006,A016,2026-04-07,Buy,362,186.97,67683.14,67683.14
TRD001190,F005,A006,2025-06-01,Buy,28,173.26,4851.28,4851.28
TRD001191,F001,A002,2026-01-07,Sell,460,168.09,77321.4,-77321.4
TRD001192,F005,A014,2025-11-09,Buy,91,260.81,23733.71,23733.71
TRD001193,F008,A019,2025-05-12,Buy,160,297.35,47576.0,47576.0
TRD001194,F005,A005,2025-01-29,Sell,141,132.23,18644.43,-18644.43
TRD001195,F005,A002,2026-01-08,Sell,309,149.26,46121.34,-46121.34
TRD001196,F007,A012,2025-12-19,Buy,326,62.83,20482.58,20482.58
TRD001197,F006,A020,2026-05-12,Buy,201,157.33,31623.33,31623.33
TRD001198,F008,A016,2025-01-15,Buy,257,212.78,54684.46,54684.46
TRD001199,F002,A019,2025-08-18,Buy,125,312.76,39095.0,39095.0
TRD001200,F002,A018,2026-04-16,Buy,110,102.03,11223.3,11223.3
TRD001201,F001,A008,2026-06-21,Sell,443,248.11,109912.73,-109912.73
TRD001202,F004,A020,2025-04-12,Sell,350,140.42,49147.0,-49147.0
TRD001203,F002,A019,2026-07-05,Sell,293,377.68,110660.24,-110660.24
TRD001204,F001,A004,2025-09-08,Buy,300,179.58,53874.0,53874.0
TRD001205,F003,A013,2026-04-13,Buy,126,316.2,39841.2,39841.2
TRD001206,F005,A006,2025-07-14,Sell,152,140.96,21425.92,-21425.92
TRD001207,F002,A017,2025-08-01,Buy,277,166.89,46228.53,46228.53
TRD001208,F008,A017,2025-02-22,Buy,60,179.36,10761.6,10761.6
TRD001209,F002,A017,2025-03-27,Buy,254,156.98,39872.92,39872.92
TRD001210,F002,A018,2026-05-14,Buy,311,97.5,30322.5,30322.5
TRD001211,F001,A007,2025-04-25,Sell,230,196.91,45289.3,-45289.3
TRD001212,F008,A019,2026-04-13,Sell,109,340.59,37124.31,-37124.31
TRD001213,F005,A005,2025-06-30,Buy,317,118.28,37494.76,37494.76
TRD001214,F008,A019,2025-11-03,Buy,155,376.67,58383.85,58383.85
TRD001215,F004,A020,2026-05-31,Buy,150,172.02,25803.0,25803.0
TRD001216,F008,A016,2026-05-15,Buy,397,215.55,85573.35,85573.35
TRD001217,F008,A017,2026-03-19,Buy,93,160.3,14907.9,14907.9
TRD001218,F002,A019,2026-07-06,Sell,185,345.46,63910.1,-63910.1
TRD001219,F004,A018,2025-11-11,Buy,400,98.04,39216.0,39216.0
TRD001220,F006,A020,2025-11-04,Sell,251,143.86,36108.86,-36108.86
TRD001221,F004,A018,2026-02-10,Sell,175,95.63,16735.25,-16735.25
TRD001222,F003,A009,2026-05-01,Buy,176,110.36,19423.36,19423.36
TRD001223,F007,A011,2026-04-29,Sell,127,180.16,22880.32,-22880.32
TRD001224,F005,A003,2025-12-29,Sell,84,383.2,32188.8,-32188.8
TRD001225,F006,A018,2026-02-07,Sell,167,104.23,17406.41,-17406.41
TRD001226,F001,A004,2025-12-29,Buy,38,203.43,7730.34,7730.34
TRD001227,F003,A020,2025-07-27,Buy,402,152.25,61204.5,61204.5
TRD001228,F005,A003,2025-11-26,Buy,436,391.41,170654.76,170654.76
TRD001229,F007,A011,2025-07-24,Sell,295,162.32,47884.4,-47884.4
TRD001230,F008,A017,2025-06-14,Buy,64,154.74,9903.36,9903.36
TRD001231,F008,A019,2025-02-17,Sell,313,328.74,102895.62,-102895.62
TRD001232,F007,A012,2026-01-20,Buy,137,52.4,7178.8,7178.8
TRD001233,F001,A008,2026-01-14,Buy,185,211.24,39079.4,39079.4
TRD001234,F005,A001,2025-03-17,Buy,251,250.19,62797.69,62797.69
TRD001235,F007,A010,2025-11-03,Buy,457,98.22,44886.54,44886.54
TRD001236,F002,A019,2026-07-14,Sell,135,314.61,42472.35,-42472.35
TRD001237,F005,A006,2025-01-23,Buy,281,175.95,49441.95,49441.95
TRD001238,F002,A018,2026-01-05,Sell,374,114.27,42736.98,-42736.98
TRD001239,F008,A019,2025-11-25,Buy,462,303.36,140152.32,140152.32
TRD001240,F008,A017,2025-09-23,Buy,180,161.37,29046.6,29046.6
TRD001241,F001,A002,2026-03-14,Buy,71,182.32,12944.72,12944.72
TRD001242,F008,A016,2026-06-09,Buy,435,191.75,83411.25,83411.25
TRD001243,F007,A009,2025-12-01,Sell,268,107.92,28922.56,-28922.56
TRD001244,F008,A017,2025-03-10,Sell,304,168.54,51236.16,-51236.16
TRD001245,F002,A018,2025-06-12,Sell,409,94.22,38535.98,-38535.98
TRD001246,F002,A018,2025-07-15,Sell,482,105.61,50904.02,-50904.02
TRD001247,F007,A011,2025-06-05,Buy,248,157.12,38965.76,38965.76
TRD001248,F002,A017,2026-04-10,Buy,341,181.39,61853.99,61853.99
TRD001249,F007,A009,2025-01-07,Buy,215,99.24,21336.6,21336.6
TRD001250,F007,A009,2026-03-14,Buy,14,89.06,1246.84,1246.84
TRD001251,F004,A020,2025-07-25,Sell,282,161.24,45469.68,-45469.68
TRD001252,F006,A020,2025-06-01,Buy,88,148.07,13030.16,13030.16
TRD001253,F003,A005,2025-02-10,Sell,23,128.29,2950.67,-2950.67
TRD001254,F006,A001,2025-08-24,Buy,177,312.26,55270.02,55270.02
TRD001255,F004,A020,2025-10-05,Buy,93,159.6,14842.8,14842.8
TRD001256,F004,A020,2026-03-27,Buy,23,145.54,3347.42,3347.42
TRD001257,F007,A009,2025-08-02,Buy,237,107.76,25539.12,25539.12
TRD001258,F008,A017,2026-01-25,Buy,214,161.35,34528.9,34528.9
TRD001259,F002,A017,2026-08-16,Sell,99,177.75,17597.25,-17597.25
TRD001260,F002,A017,2026-05-16,Sell,397,161.94,64290.18,-64290.18
TRD001261,F006,A016,2025-04-03,Sell,222,172.5,38295.0,-38295.0
TRD001262,F006,A018,2026-04-13,Buy,140,106.9,14966.0,14966.0
TRD001263,F007,A012,2025-04-13,Buy,214,63.87,13668.18,13668.18
TRD001264,F005,A001,2025-11-04,Buy,232,318.62,73919.84,73919.84
TRD001265,F002,A018,2026-04-28,Buy,339,116.54,39507.06,39507.06
TRD001266,F005,A014,2025-02-16,Buy,341,286.09,97556.69,97556.69
TRD001267,F004,A018,2026-06-16,Buy,299,90.92,27185.08,27185.08
TRD001268,F008,A016,2025-08-03,Sell,41,195.62,8020.42,-8020.42
TRD001269,F005,A003,2025-06-11,Buy,326,396.46,129245.96,129245.96
TRD001270,F003,A009,2025-07-05,Buy,389,106.07,41261.23,41261.23
TRD001271,F002,A017,2025-11-10,Buy,25,177.26,4431.5,4431.5
TRD001272,F006,A016,2025-01-27,Buy,328,179.92,59013.76,59013.76
TRD001273,F008,A016,2026-02-22,Buy,386,211.35,81581.1,81581.1
TRD001274,F007,A010,2025-12-24,Sell,90,96.57,8691.3,-8691.3
TRD001275,F002,A019,2026-05-03,Buy,43,293.17,12606.31,12606.31
TRD001276,F007,A012,2025-01-01,Buy,78,62.11,4844.58,4844.58
TRD001277,F008,A017,2026-07-07,Buy,75,167.96,12597.0,12597.0
TRD001278,F002,A019,2026-08-08,Buy,262,356.49,93400.38,93400.38
TRD001279,F004,A018,2025-08-19,Buy,422,120.77,50964.94,50964.94
TRD001280,F002,A018,2025-04-18,Buy,216,99.66,21526.56,21526.56
TRD001281,F005,A002,2025-12-03,Sell,383,183.22,70173.26,-70173.26
TRD001282,F008,A019,2026-08-15,Sell,312,333.72,104120.64,-104120.64
TRD001283,F005,A002,2025-05-29,Buy,177,170.77,30226.29,30226.29
TRD001284,F001,A008,2025-02-19,Sell,473,246.81,116741.13,-116741.13
TRD001285,F003,A001,2025-09-01,Buy,83,292.37,24266.71,24266.71
TRD001286,F006,A001,2025-12-19,Buy,302,279.4,84378.8,84378.8
TRD001287,F007,A012,2025-09-27,Buy,119,55.31,6581.89,6581.89
TRD001288,F002,A018,2026-06-11,Sell,153,111.59,17073.27,-17073.27
TRD001289,F006,A013,2026-05-15,Sell,140,284.91,39887.4,-39887.4
TRD001290,F008,A019,2025-12-17,Sell,59,348.46,20559.14,-20559.14
TRD001291,F005,A001,2025-01-27,Sell,410,269.67,110564.7,-110564.7
TRD001292,F003,A005,2025-04-24,Buy,126,145.12,18285.12,18285.12
TRD001293,F005,A002,2026-04-09,Buy,457,166.87,76259.59,76259.59
TRD001294,F002,A018,2026-06-08,Buy,103,103.34,10644.02,10644.02
TRD001295,F004,A018,2025-12-29,Buy,111,114.09,12663.99,12663.99
TRD001296,F003,A001,2026-07-07,Buy,419,283.82,118920.58,118920.58
TRD001297,F003,A016,2025-06-19,Buy,91,167.32,15226.12,15226.12
TRD001298,F004,A018,2026-03-11,Sell,286,120.76,34537.36,-34537.36
TRD001299,F005,A001,2026-02-04,Sell,495,272.66,134966.7,-134966.7
TRD001300,F007,A012,2025-11-04,Buy,249,53.1,13221.9,13221.9
TRD001301,F005,A014,2025-08-02,Sell,294,268.51,78941.94,-78941.94
TRD001302,F002,A017,2025-05-28,Buy,396,172.62,68357.52,68357.52
TRD001303,F003,A013,2026-03-06,Buy,210,324.88,68224.8,68224.8
TRD001304,F004,A018,2025-08-20,Sell,437,101.84,44504.08,-44504.08
TRD001305,F005,A002,2025-06-05,Buy,467,169.69,79245.23,79245.23
TRD001306,F003,A015,2025-05-01,Buy,399,125.77,50182.23,50182.23
TRD001307,F002,A018,2026-03-25,Buy,316,105.7,33401.2,33401.2
TRD001308,F002,A018,2025-06-07,Buy,390,110.14,42954.6,42954.6
TRD001309,F006,A016,2026-01-26,Sell,496,217.96,108108.16,-108108.16
TRD001310,F005,A001,2025-06-22,Sell,330,278.2,91806.0,-91806.0
TRD001311,F008,A017,2025-04-01,Sell,125,178.61,22326.25,-22326.25
TRD001312,F006,A013,2026-05-22,Sell,455,330.59,150418.45,-150418.45
TRD001313,F007,A012,2025-10-14,Sell,39,58.42,2278.38,-2278.38
TRD001314,F005,A003,2026-03-06,Buy,337,407.8,137428.6,137428.6
TRD001315,F005,A003,2026-05-13,Buy,52,347.4,18064.8,18064.8
TRD001316,F008,A016,2025-09-30,Buy,312,186.35,58141.2,58141.2
TRD001317,F008,A019,2026-01-20,Buy,320,365.32,116902.4,116902.4
TRD001318,F007,A009,2025-04-11,Buy,318,85.64,27233.52,27233.52
TRD001319,F002,A017,2026-03-08,Sell,194,181.65,35240.1,-35240.1
TRD001320,F001,A003,2026-04-17,Buy,341,442.02,150728.82,150728.82
TRD001321,F001,A004,2026-03-19,Buy,426,194.68,82933.68,82933.68
TRD001322,F001,A002,2025-12-03,Buy,300,158.11,47433.0,47433.0
TRD001323,F007,A009,2025-09-17,Buy,383,95.8,36691.4,36691.4
TRD001324,F006,A016,2025-02-18,Buy,137,177.39,24302.43,24302.43
TRD001325,F005,A002,2026-07-15,Buy,117,177.93,20817.81,20817.81
TRD001326,F007,A011,2026-05-27,Sell,409,174.54,71386.86,-71386.86
TRD001327,F006,A016,2025-08-22,Buy,325,192.31,62500.75,62500.75
TRD001328,F005,A001,2026-02-20,Buy,478,299.73,143270.94,143270.94
TRD001329,F008,A019,2025-07-27,Buy,105,357.27,37513.35,37513.35
TRD001330,F008,A017,2026-01-06,Sell,182,193.67,35247.94,-35247.94
TRD001331,F003,A016,2026-08-19,Buy,18,167.97,3023.46,3023.46
TRD001332,F005,A006,2025-03-19,Buy,285,145.14,41364.9,41364.9
TRD001333,F002,A018,2026-02-19,Sell,316,119.88,37882.08,-37882.08
TRD001334,F003,A016,2025-05-17,Sell,282,181.79,51264.78,-51264.78
TRD001335,F002,A018,2025-10-28,Buy,427,118.66,50667.82,50667.82
TRD001336,F002,A019,2025-02-11,Buy,125,326.02,40752.5,40752.5
TRD001337,F003,A015,2025-08-13,Buy,23,132.41,3045.43,3045.43
TRD001338,F004,A020,2025-05-29,Buy,341,178.57,60892.37,60892.37
TRD001339,F004,A018,2026-03-26,Buy,449,110.21,49484.29,49484.29
TRD001340,F004,A020,2026-08-18,Buy,105,180.35,18936.75,18936.75
TRD001341,F007,A011,2026-01-08,Sell,371,173.65,64424.15,-64424.15
TRD001342,F005,A005,2025-08-29,Buy,199,121.86,24250.14,24250.14
TRD001343,F006,A001,2025-11-26,Sell,500,297.31,148655.0,-148655.0
TRD001344,F004,A018,2026-06-04,Sell,59,122.01,7198.59,-7198.59
TRD001345,F006,A001,2025-08-22,Sell,423,308.53,130508.19,-130508.19
TRD001346,F004,A020,2025-02-24,Buy,147,166.95,24541.65,24541.65
TRD001347,F008,A017,2025-06-25,Buy,312,173.99,54284.88,54284.88
TRD001348,F008,A019,2025-12-22,Buy,342,287.71,98396.82,98396.82
TRD001349,F003,A005,2025-10-10,Buy,359,121.47,43607.73,43607.73
TRD001350,F001,A008,2025-05-17,Sell,316,225.83,71362.28,-71362.28
TRD001351,F004,A020,2025-11-08,Buy,168,165.19,27751.92,27751.92
TRD001352,F007,A010,2025-11-19,Sell,402,111.03,44634.06,-44634.06
TRD001353,F001,A008,2025-05-03,Sell,396,216.83,85864.68,-85864.68
TRD001354,F002,A018,2025-06-15,Sell,42,107.57,4517.94,-4517.94
TRD001355,F004,A018,2026-05-22,Sell,437,96.42,42135.54,-42135.54
TRD001356,F006,A001,2026-08-11,Sell,58,318.63,18480.54,-18480.54
TRD001357,F007,A012,2025-05-22,Sell,205,59.41,12179.05,-12179.05
TRD001358,F003,A005,2026-03-17,Sell,169,121.5,20533.5,-20533.5
TRD001359,F008,A016,2025-07-25,Buy,104,176.47,18352.88,18352.88
TRD001360,F002,A019,2026-06-21,Buy,241,356.8,85988.8,85988.8
TRD001361,F001,A007,2025-04-08,Buy,40,187.4,7496.0,7496.0
TRD001362,F001,A001,2025-01-29,Sell,177,271.3,48020.1,-48020.1
TRD001363,F006,A001,2026-05-26,Buy,499,253.4,126446.6,126446.6
TRD001364,F004,A020,2025-06-08,Buy,59,181.54,10710.86,10710.86
TRD001365,F003,A020,2025-07-01,Buy,371,180.26,66876.46,66876.46
TRD001366,F008,A016,2026-07-05,Sell,328,163.82,53732.96,-53732.96
TRD001367,F002,A019,2025-12-24,Buy,488,310.98,151758.24,151758.24
TRD001368,F003,A005,2025-06-08,Sell,264,115.33,30447.12,-30447.12
TRD001369,F006,A018,2026-02-03,Sell,485,111.69,54169.65,-54169.65
TRD001370,F002,A018,2025-09-10,Buy,293,92.72,27166.96,27166.96
TRD001371,F004,A020,2025-02-12,Buy,106,177.72,18838.32,18838.32
TRD001372,F008,A019,2025-04-12,Sell,372,357.08,132833.76,-132833.76
TRD001373,F002,A018,2026-06-24,Buy,345,100.88,34803.6,34803.6
TRD001374,F007,A010,2026-04-04,Sell,154,103.81,15986.74,-15986.74
TRD001375,F005,A014,2026-01-22,Buy,228,248.28,56607.84,56607.84
TRD001376,F001,A004,2026-05-11,Buy,63,168.8,10634.4,10634.4
TRD001377,F005,A005,2025-02-26,Buy,412,137.34,56584.08,56584.08
TRD001378,F001,A002,2026-08-08,Buy,494,153.31,75735.14,75735.14
TRD001379,F006,A001,2025-11-07,Buy,283,241.22,68265.26,68265.26
TRD001380,F006,A020,2026-03-21,Sell,36,179.17,6450.12,-6450.12
TRD001381,F003,A016,2025-08-08,Buy,358,201.49,72133.42,72133.42
TRD001382,F003,A013,2025-07-28,Buy,374,283.05,105860.7,105860.7
TRD001383,F001,A001,2025-04-30,Sell,482,271.03,130636.46,-130636.46
TRD001384,F001,A002,2025-12-05,Sell,347,191.31,66384.57,-66384.57
TRD001385,F007,A010,2026-02-16,Buy,200,123.48,24696.0,24696.0
TRD001386,F003,A013,2026-03-09,Buy,328,314.31,103093.68,103093.68
TRD001387,F005,A002,2025-10-07,Buy,491,194.72,95607.52,95607.52
TRD001388,F001,A004,2025-10-12,Sell,431,173.73,74877.63,-74877.63
TRD001389,F004,A020,2026-02-09,Buy,139,168.22,23382.58,23382.58
TRD001390,F008,A016,2025-03-14,Buy,349,200.94,70128.06,70128.06
TRD001391,F002,A017,2025-03-10,Buy,471,192.89,90851.19,90851.19
TRD001392,F006,A013,2026-02-12,Buy,493,320.73,158119.89,158119.89
TRD001393,F005,A003,2025-04-22,Sell,448,415.41,186103.68,-186103.68
TRD001394,F007,A010,2026-05-25,Buy,496,96.12,47675.52,47675.52
TRD001395,F001,A004,2025-08-23,Buy,255,157.45,40149.75,40149.75
TRD001396,F007,A010,2025-03-11,Buy,52,118.37,6155.24,6155.24
TRD001397,F006,A018,2025-02-12,Buy,388,95.19,36933.72,36933.72
TRD001398,F004,A018,2026-08-06,Buy,381,100.8,38404.8,38404.8
TRD001399,F003,A016,2025-06-29,Buy,450,215.82,97119.0,97119.0
TRD001400,F004,A018,2025-10-26,Buy,210,102.78,21583.8,21583.8
TRD001401,F004,A018,2026-03-26,Buy,331,96.84,32054.04,32054.04
TRD001402,F008,A016,2026-06-26,Buy,441,175.63,77452.83,77452.83
TRD001403,F003,A009,2025-02-28,Buy,290,110.58,32068.2,32068.2
TRD001404,F002,A019,2025-06-23,Sell,275,335.15,92166.25,-92166.25
TRD001405,F006,A016,2025-04-17,Buy,29,169.79,4923.91,4923.91
TRD001406,F001,A004,2026-02-01,Sell,11,181.71,1998.81,-1998.81
TRD001407,F002,A017,2026-08-01,Buy,400,184.22,73688.0,73688.0
TRD001408,F001,A008,2026-08-09,Buy,431,254.36,109629.16,109629.16
TRD001409,F005,A014,2025-09-01,Buy,325,246.94,80255.5,80255.5
TRD001410,F005,A003,2025-06-06,Buy,335,401.36,134455.6,134455.6
TRD001411,F006,A013,2025-06-28,Sell,83,280.05,23244.15,-23244.15
TRD001412,F007,A011,2025-01-22,Buy,461,143.2,66015.2,66015.2
TRD001413,F005,A002,2026-07-09,Sell,31,172.76,5355.56,-5355.56
TRD001414,F007,A010,2025-08-02,Sell,440,113.89,50111.6,-50111.6
TRD001415,F007,A012,2026-03-31,Sell,245,60.03,14707.35,-14707.35
TRD001416,F008,A017,2026-02-13,Buy,182,168.13,30599.66,30599.66
TRD001417,F004,A018,2026-08-06,Buy,121,113.42,13723.82,13723.82
